"MMDH_RICHNESS","MMDH_RICHNESS_SCORE","MMDH_EPT_RICH","MMDH_EPT_SCORE","MMDH_HBI_INDEX","MMDH_HBI_SCORE","MMDH_SHANNON","MMDH_SHANNON_SCORE","MMDH_BIO_ASMT_PROFILE_SCORE","MMDH_PCT_MODEL_AFFINITY","MMDH_PCT_MODEL_AFFINITY_SCORE","MMDH_NUTRIENT_BIOTIC_INDEX_P","MMDH_NBI_P_SCORE","MMDH_NCO_RICH","MMDH_NCO_RICH_SCORE","MACRO_SPECIES_SAMP_INF_HIST_ID","MMDH_PCT_DOMINANCE_3","MMDH_PCT_DOMINANCE_3_SCORE"
12,3.09,"4","4.17",5.68,6.03,"","",4.16,"48","4.76","6.9","2.75","","","01-RUCK-0.7_20000913_1_1","",""
21,5.88,"4","4.17",5.69,6.01,"","",4.83,"56","6.13","7.22","1.95","","","01-DELC-1.4_20000913_1_1","",""
27,7.78,"7","5.91",5.77,5.91,"","",5.61,"57","6.29","7.13","2.18","","","01-ELLI-10.3_20000913_1_1","",""
18,4.85,"5","4.72",5.5,6.25,"","",4.71,"52","5.48","7.1","2.25","","","01-ELLI-12.3_20000913_1_1","",""
28,8.06,"10","7.27",5.23,6.59,"","",7.02,"74","8.46","6.12","4.7","","","01-YUGA-12.3_20000913_1_1","",""
19,5.29,"4","4.17",5.51,6.24,"","",4.38,"44","4.11","7.16","2.1","","","01-MURD-12.4_20000913_1_1","",""
18,4.85,"3","3.61",6.02,5.6,"","",3.89,"39","3.31","7.16","2.1","","","01-LSIS-2.4_20000913_1_1","",""
19,5.29,"5","4.72",5.31,6.49,"","",4.61,"44","4.11","7.03","2.42","","","01-SMOK-2.4_20000913_1_1","",""
27,7.78,"8","6.36",4.93,6.96,"","",6.48,"64","7.42","6.45","3.87","","","01-RYTH-2.5_20000913_1_1","",""
16,4.26,"3","3.61",5.85,5.81,"","",4.3,"54","5.81","7.19","2.02","","","01-BSIS-2.0_20000913_1_1","",""
31,8.89,"14","9.5",4.71,7.24,"","",7.62,"56","6.13","5.46","6.35","","","01-RIGT-2.0_20000913_1_1","",""
26,7.35,"15","10",4.6,7.38,"","",8.08,"68","7.88","4.72","7.78","","","01-BUFC-21.2_20000913_1_1","",""
18,4.85,"8","6.36",4.55,7.44,"","",5.31,"45","4.27","6.55","3.63","","","01-LTON-3.7_20000913_1_1","",""
23,6.47,"9","6.82",5.47,6.29,"","",5.85,"61","6.94","6.9","2.75","","","01-YUGA-3.9_20000913_1_1","",""
24,6.76,"7","5.91",5.41,6.36,"","",5.65,"61","6.94","7.09","2.28","","","01-MURD-4.2_20000913_1_1","",""
16,4.26,"10","7.27",3.9,8.1,"","",5.91,"47","4.6","5.87","5.32","","","01-LIMO-4.6_20000913_1_1","",""
17,4.56,"11","8",3.28,8.72,"","",7.38,"63","7.26","4.15","8.35","","","01-CATT-42.8_20000913_1_1","",""
18,4.85,"4","4.17",7.31,3.99,"","",4.37,"46","4.44","6.24","4.4","","","01-BOWE-5.2_20000913_1_1","",""
14,3.68,"5","4.72",5.57,6.16,"","",4.02,"33","2.24","6.68","3.3","","","01-TONA-65.8_20000913_1_1","",""
25,7.06,"9","6.82",5.8,5.88,"","",6.02,"57","6.29","6.37","4.07","","","01-TONA-83.3_20000913_1_1","",""
19,5.29,"12","8.5",5.46,6.3,"","",6.2,"45","4.27","5.34","6.65","","","01-TONA-92.9_20000913_1_1","",""
22,6.18,"11","8",5.01,6.86,"","",6.31,"52","5.48","5.99","5.02","","","01-WLNT-0.1_20000914_1_1","",""
20,5.59,"10","7.27",4.86,7.05,"","",6.32,"54","5.81","5.64","5.9","","","01-SILV-0.3_20000914_1_1","",""
25,7.06,"14","9.5",4.93,6.96,"","",7.43,"71","8.17","5.82","5.45","","","01-CLAR-0.6_20000914_1_1","",""
28,8.06,"13","9",4.86,7.05,"","",7.24,"66","7.69","6.24","4.4","","","01-CATT_S-12.6_20000914_1_1","",""
32,9.17,"11","8",4.74,7.2,"","",7.33,"56","6.13","5.54","6.15","","","01-CAZE_E-15.7_20000914_1_1","",""
23,6.47,"14","9.5",4.47,7.53,"","",7.89,"70","8.08","4.62","7.88","","","01-CATT-17.5_20000914_1_1","",""
27,7.78,"8","6.36",5.04,6.83,"","",5.84,"54","5.81","7.04","2.4","","","01-SLIP-2.4_20000914_1_1","",""
14,3.86,"2","3.5",6.57,8.57,"2.35157614","4.26",5.05,"","","","","","","01-NIAG-0.6_20000926_2_1","",""
24,9,"4","6",7.2,7,"3.310991743","9.05",7.76,"","","","","","","01-BUFF-1.7_20000926_2_1","",""
4,0,"0","0",6.16,9.6,"1.135292095","0",2.4,"","","","","","","01-NIAG-32.6_20000926_2_1","",""
12,2.95,"1","1.5",6.92,7.7,"2.458281378","4.79",4.24,"","","","","","","01-NIAG-33.4_20000926_2_1","",""
27,7.78,"12","8.5",5.13,6.71,"","",7.35,"84","9.42","6.27","4.33","","","01-CHAU-0.4_20010702_1_1","",""
22,6.18,"5","4.72",5.44,6.32,"","",4.74,"48","4.76","7.31","1.73","","","01-TEEN-0.4_20010702_1_1","",""
25,7.06,"10","7.27",5.55,6.19,"","",6.17,"61","6.94","6.65","3.37","","","01-BSIS-2.0_20010702_1_1","",""
19,5.29,"7","5.91",3.23,8.77,"","",7.15,"74","8.46","5.08","7.3","","","01-CATT-2.0_20010702_1_1","",""
25,7.06,"10","7.27",3.98,8.02,"","",6.73,"58","6.45","6.06","4.85","","","01-CATT-64.4_20010702_1_1","",""
24,6.76,"8","6.36",5.4,6.38,"","",5.79,"52","5.48","6.41","3.97","","","01-TONA-92.9_20010702_1_1","",""
24,6.76,"9","6.82",5.27,6.54,"","",5.77,"52","5.48","6.71","3.23","","","01-CAZE-1.6_20010703_1_1","",""
16,4.26,"3","3.61",5.76,5.93,"","",4.35,"52","5.48","7.01","2.48","","","01-ELLI-10.3_20010703_1_1","",""
20,5.59,"8","6.36",5.23,6.59,"","",5.52,"55","5.97","6.76","3.1","","","01-TONA-19.4_20010703_1_1","",""
19,5.29,"10","7.27",5.47,6.29,"","",5.26,"53","5.65","7.28","1.8","","","01-BUFC-2.2_20010703_1_1","",""
10,2.31,"2","3.06",6.65,4.81,"","",3.16,"33","2.24","6.64","3.4","","","01-CYGA-2.4_20010703_1_1","",""
18,4.85,"7","5.91",5.28,6.52,"","",5.23,"55","5.97","6.85","2.88","","","01-YUGA-3.9_20010703_1_1","",""
23,6.47,"6","5.45",5.41,6.36,"","",5.27,"53","5.65","7.04","2.4","","","01-MURD-4.2_20010703_1_1","",""
17,4.56,"5","4.72",5.6,6.12,"","",4.05,"37","2.98","7.25","1.88","","","01-ELLI-10.3_20010731_1_1","",""
16,4.26,"7","5.91",5.14,6.7,"","",5.23,"53","5.65","6.55","3.63","","","01-ELLI-12.3_20010731_1_1","",""
20,5.59,"3","3.61",5.65,6.06,"","",4.17,"51","5.32","7.89","0.28","","","01-ELLI-17.5_20010731_1_1","",""
18,4.85,"4","4.17",5.02,6.85,"","",4.42,"38","3.15","6.77","3.08","","","01-ELLI-22.9_20010731_1_1","",""
17,4.56,"7","5.91",5.05,6.81,"","",4.93,"44","4.11","6.7","3.25","","","01-ELLI-28.4_20010731_1_1","",""
22,6.18,"8","6.36",5.77,5.91,"","",5.38,"51","5.32","6.75","3.12","","","01-ELLI-31.3_20010731_1_1","",""
12,3.09,"2","3.06",5.69,6.01,"","",3.67,"52","5.48","7.71","0.73","","","01-ELLI-7.1_20010731_1_1","",""
24,9,"2","3.5",7.49,6.27,"3.183941577","8.42",6.8,"","","","","","","01-BUFF-1.7_20050722_2_1","",""
16,4.77,"3","4.5",6.65,8.38,"2.138468407","3.19",5.21,"","","","","","","01-NIAG-33.4_20050722_2_1","",""
12,3.09,"6","5.45",4.52,7.48,"","",5.35,"38","3.15","4.93","7.57","","","01-CLAR_N-7.4_20050810_1_1","",""
15,4.32,"4","6",7.69,5.77,"1.929649472","2.15",4.56,"","","","","","","01-BUFF-1.7_20050823_2_1","",""
10,1.43,"2","3.5",6.24,9.4,"1.321737253","0",3.58,"","","","","","","01-NIAG-33.4_20050823_2_1","",""
24,6.76,"5","4.72",4.12,7.88,"","",6.06,"56","6.13","6.08","4.8","","","01-ELEV-0.2_20050912_1_1","",""
15,3.97,"4","4.17",5.42,6.35,"","",4.14,"38","3.15","6.78","3.05","","","01-PLUT-0.2_20050912_1_1","",""
9,1.92,"0","0",6.99,4.39,"","",1.68,"21","0.17","7.24","1.9","","","01-SCAJ-0.2_20050912_1_1","",""
12,3.09,"2","3.06",6.75,4.69,"","",2.83,"39","3.31","8.15","0","","","01-TWOM-0.4_20050912_1_1","",""
18,4.85,"6","5.45",5.25,6.56,"","",5.36,"59","6.61","6.67","3.33","","","01-SMOK_S-0.6_20050912_1_1","",""
16,4.26,"4","4.17",5.29,6.51,"","",4.64,"52","5.48","6.89","2.78","","","01-RUCK-0.7_20050912_1_1","",""
24,6.76,"6","5.45",4.68,7.28,"","",5.64,"54","5.81","6.85","2.88","","","01-PONB-0.9_20050912_1_1","",""
28,8.06,"4","4.17",7.17,4.16,"","",4.46,"43","3.95","7.21","1.98","","","01-RANS-1.4_20050912_1_1","",""
15,3.97,"2","3.06",7.35,3.94,"","",3.93,"54","5.81","6.85","2.88","","","01-BULL-1.5_20050912_1_1","",""
12,3.09,"6","5.45",4.13,7.87,"","",5.18,"50","5.16","6.26","4.35","","","01-CAZE-1.6_20050912_1_1","",""
14,3.68,"3","3.61",5.45,6.31,"","",3.86,"42","3.79","7.23","1.92","","","01-ELLI-10.3_20050912_1_1","",""
19,5.29,"3","3.61",6.93,4.46,"","",3.51,"41","3.63","7.77","0.58","","","01-SCAJ-11.1_20050912_1_1","",""
22,6.18,"9","6.82",4.95,6.94,"","",6.68,"73","8.37","5.96","5.1","","","01-YUGA-12.3_20050912_1_1","",""
16,4.26,"5","4.72",5.09,6.76,"","",4.61,"45","4.27","6.79","3.02","","","01-TONA-19.4_20050912_1_1","",""
17,4.56,"11","8",4.69,7.26,"","",6.8,"74","8.46","5.72","5.7","","","01-BUFC-2.2_20050912_1_1","",""
14,3.86,"2","3.5",6.35,6.08,"","",4.84,"","","","","7","5.91","01-LEDG-2.2_20050912_6_1","",""
11,2.79,"3","3.61",6.88,4.53,"","",3.12,"29","1.55","6.76","3.1","","","01-CYGA-2.4_20050912_1_1","",""
15,3.97,"6","5.45",5.47,6.29,"","",4.99,"58","6.45","6.89","2.78","","","01-SMOK-2.4_20050912_1_1","",""
20,5.59,"2","3.06",5.58,6.15,"","",4.29,"43","3.95","6.92","2.7","","","01-MURD-20.0_20050912_1_1","",""
18,4.85,"7","5.91",4.72,7.23,"","",5.86,"59","6.61","6.11","4.72","","","01-YUGA-3.9_20050912_1_1","",""
20,5.59,"10","7.27",4.27,7.73,"","",6.79,"62","7.1","5.5","6.25","","","01-CLEA-0.1_20050913_1_1","",""
30,8.61,"13","9",3.93,8.07,"","",8.23,"86","9.62","5.65","5.87","","","01-DREC-0.1_20050913_1_1","",""
26,7.35,"5","4.72",6.47,5.04,"","",6.3,"76","8.65","5.71","5.72","","","01-MDDE-0.1_20050913_1_1","",""
26,7.35,"9","6.82",4.61,7.36,"","",6.55,"54","5.81","5.83","5.42","","","01-SPEN-0.1_20050913_1_1","",""
22,6.18,"10","7.27",4.43,7.57,"","",5.45,"43","3.95","7.08","2.3","","","01-WLNT-0.1_20050913_1_1","",""
17,4.56,"1","1.25",6.85,4.56,"","",2.87,"38","3.15","7.67","0.83","","","01-CRKB-0.2_20050913_1_1","",""
19,5.29,"11","8",5.13,6.71,"","",6.78,"61","6.94","5.21","6.97","","","01-CWAY-0.2_20050913_1_1","",""
24,6.76,"7","5.91",5.26,6.55,"","",6.27,"54","5.81","5.47","6.33","","","01-LCWY-0.2_20050913_1_1","",""
25,7.06,"6","5.45",5.49,6.26,"","",5.9,"70","8.08","6.94","2.65","","","01-NEUM-0.2_20050913_1_1","",""
28,8.06,"15","10",4.41,7.59,"","",8.13,"81","9.13","5.65","5.87","","","01-WATM-0.3_20050913_1_1","",""
19,5.29,"4","4.17",5.55,6.19,"","",4.61,"50","5.16","7.1","2.25","","","01-BOUR-0.4_20050913_1_1","",""
27,7.78,"10","7.27",5.42,6.35,"","",6.81,"68","7.88","6.09","4.78","","","01-CHAU-0.4_20050913_1_1","",""
31,8.89,"13","9",4.87,7.04,"","",7.3,"63","7.26","6.27","4.33","","","01-PTPR-0.4_20050913_1_1","",""
22,6.18,"14","9.5",4.7,7.25,"","",7.26,"59","6.61","5.3","6.75","","","01-TWEN-0.4_20050913_1_1","",""
15,3.97,"9","6.82",4.89,7.01,"","",5.3,"40","3.47","5.91","5.22","","","01-CLAR-0.6_20050913_1_1","",""
27,7.78,"4","4.17",7.01,4.36,"","",4.92,"45","4.27","6.4","4","","","01-HALB-0.7_20050913_1_1","",""
23,6.47,"12","8.5",3.42,8.58,"","",7.05,"46","4.44","5.1","7.25","","","01-SPIG-0.7_20050913_1_1","",""
19,5.29,"6","5.45",5.86,5.8,"","",4.8,"47","4.6","6.86","2.85","","","01-OTIS-0.8_20050913_1_1","",""
14,3.68,"7","5.91",5.75,5.94,"","",6.58,"75","8.56","3.68","8.82","","","01-BEVC-1.1_20050913_1_1","",""
19,5.29,"9","6.82",3.89,8.11,"","",7.3,"84","9.42","5.25","6.88","","","01-HOSM-1.1_20050913_1_1","",""
31,8.89,"15","10",4.51,7.49,"","",7.87,"74","8.46","6.19","4.52","","","01-GOON-1.2_20050913_1_1","",""
7,1.15,"4","4.17",5.22,6.6,"","",5.1,"81","9.13","6.22","4.45","","","01-SCOT-1.2_20050913_1_1","",""
30,8.61,"15","10",3.24,8.76,"","",8.48,"67","7.79","5.11","7.22","","","01-STOY-1.2_20050913_1_1","",""
30,8.61,"14","9.5",4.64,7.33,"","",7.46,"61","6.94","6.04","4.9","","","01-CLAR_N-1.3_20050913_1_1","",""
13,3.38,"7","5.91",4.54,7.45,"","",5.63,"53","5.65","5.69","5.77","","","01-DELC-1.4_20050913_1_1","",""
21,5.88,"11","8",4.72,7.23,"","",6.74,"65","7.6","6","5","","","01-BIND-1.9_20050913_1_1","",""
23,6.47,"4","4.17",4.82,7.1,"","",5.66,"43","3.95","5.36","6.6","","","01-NORG-1.9_20050913_1_1","",""
17,4.56,"4","4.17",5.09,6.76,"","",4.91,"54","5.81","6.7","3.25","","","01-BSIS-11.4_20050913_1_1","",""
31,8.89,"14","9.5",4.77,7.16,"","",7.55,"65","7.6","6.15","4.62","","","01-CATT_S-12.6_20050913_1_1","",""
37,10,"14","9.5",4.35,7.65,"","",8.44,"77","8.75","5.48","6.3","","","01-TWEN-13.5_20050913_1_1","",""
22,6.18,"9","6.82",4.46,7.54,"","",5.97,"40","3.47","5.67","5.83","","","01-CHAU-14.9_20050913_1_1","",""
15,3.97,"10","7.27",4.87,7.04,"","",5.48,"42","3.79","5.86","5.35","","","01-TEEN-15.9_20050913_1_1","",""
18,4.85,"3","3.61",7.21,4.11,"","",3.49,"42","3.79","7.56","1.1","","","01-LSIS-2.4_20050913_1_1","",""
12,3.09,"8","6.36",4.78,7.15,"","",5.09,"51","5.32","6.58","3.55","","","01-BSIS-2.0_20050913_1_1","",""
28,8.06,"19","10",4.18,7.82,"","",8.24,"75","8.56","5.29","6.78","","","01-CATT-2.0_20050913_1_1","",""
16,4.26,"3","3.61",6.05,5.56,"","",3.98,"50","5.16","7.48","1.3","","","01-MDDE-4.0_20050913_1_1","",""
18,4.85,"8","6.36",4.8,7.12,"","",5.64,"42","3.79","5.57","6.07","","","01-CATT-56.4_20050913_1_1","",""
12,3.09,"6","5.45",4.52,7.48,"","",5.35,"38","3.15","4.93","7.57","","","01-CLAR_N-7.4_20050913_1_1","",""
32,9.17,"17","10",4.56,7.43,"","",7.82,"64","7.42","5.96","5.1","","","01-CWAY-7.4_20050913_1_1","",""
24,6.76,"12","8.5",4.17,7.83,"","",7.57,"66","7.69","5.18","7.05","","","01-SILV-7.5_20050913_1_1","",""
19,5.29,"13","9",4.86,7.05,"","",6.77,"71","8.17","6.26","4.35","","","01-CLAR-8.9_20050913_1_1","",""
31,8.89,"13","9",3.85,8.15,"","",7.83,"58","6.45","5.33","6.67","","","01-BEAM-0.1_20050914_1_1","",""
29,8.33,"13","9",5.38,6.4,"","",6.92,"56","6.13","6.1","4.75","","","01-STYB-0.1_20050914_1_1","",""
32,9.17,"14","9.5",4.81,7.11,"","",7.75,"85","9.52","6.62","3.45","","","01-TANY-0.1_20050914_1_1","",""
18,4.85,"6","5.45",4.96,6.92,"","",5.54,"61","6.94","6.59","3.53","","","01-CAZE_E-0.3_20050914_1_1","",""
20,5.59,"13","9",4.45,7.55,"","",7.31,"64","7.42","5.21","6.97","","","01-TEEN-0.4_20050914_1_1","",""
21,5.88,"14","9.5",4.24,7.76,"","",6.85,"51","5.32","5.68","5.8","","","01-CAZE_W-0.6_20050914_1_1","",""
14,3.68,"4","4.17",5.4,6.38,"","",4.8,"56","6.13","6.54","3.65","","","01-HAMP-1.2_20050914_1_1","",""
24,6.76,"11","8",4.49,7.51,"","",6.34,"48","4.76","6.14","4.65","","","01-TEES-3.1_20050914_1_1","",""
22,6.18,"11","8",4.32,7.68,"","",7.2,"64","7.42","5.31","6.73","","","01-YUGA-31.5_20050914_1_1","",""
28,8.06,"12","8.5",4.59,7.39,"","",7.79,"76","8.65","5.47","6.33","","","01-LTON-7.5_20050914_1_1","",""
18,4.85,"6","5.45",5.62,6.1,"","",4.94,"51","5.32","6.81","2.98","","","01-SMOK-8.6_20050914_1_1","",""
17,4.56,"4","4.17",5.95,5.69,"","",4.52,"46","4.44","6.51","3.73","","","01-SMOK_S-9.0_20050914_1_1","",""
13,3.41,"2","3.5",6.17,9.57,"2.222945864","3.61",5.02,"","","","","","","01-NIAG-33.4_20050928_2_1","",""
14,3.68,"3","3.61",6.36,5.17,"","",2.88,"25","0.86","7.56","1.1","","","01-MUDN-0.6_20060822_1_1","",""
22,6.18,"10","7.27",4.94,6.95,"","",6.43,"72","8.27","6.61","3.47","","","01-CAZE-1.6_20060822_1_1","",""
3,0,"0","0",9.98,0.05,"0.85685684","0",0.01,"","","","","","","01-BUFF-1.7_20060822_2_1","",""
19,5.29,"7","5.91",5.63,6.09,"","",5.45,"70","8.08","7.24","1.9","","","01-TONA-19.4_20060822_1_1","",""
28,8.06,"13","9",5.24,6.57,"","",6.94,"69","7.98","6.76","3.1","","","01-BUFC-2.2_20060822_1_1","",""
27,7.78,"4","4.17",6.1,5.5,"","",5.45,"58","6.45","6.66","3.35","","","01-SMOK-2.4_20060822_1_1","",""
26,7.35,"4","4.17",6.04,5.58,"","",4.53,"51","5.32","7.91","0.22","","","01-RANS-3.1_20060822_1_1","",""
27,7.78,"14","9.5",4.72,7.23,"","",7.28,"67","7.79","6.36","4.1","","","01-LTON-3.7_20060822_1_1","",""
21,5.88,"8","6.36",4.88,7.03,"","",5.56,"49","4.92","6.55","3.63","","","01-YUGA-3.9_20060822_1_1","",""
26,7.35,"10","7.27",5.15,6.69,"","",7.19,"66","7.69","5.22","6.95","","","01-CWAY-0.2_20060823_1_1","",""
31,8.89,"16","10",4.45,7.55,"","",8.23,"74","8.46","5.51","6.23","","","01-TEEN-0.4_20060823_1_1","",""
33,9.44,"10","7.27",4.55,7.44,"","",7.16,"54","5.81","5.67","5.83","","","01-CLAR-0.6_20060823_1_1","",""
30,8.61,"9","6.82",4.74,7.2,"","",6.43,"52","5.48","6.39","4.03","","","01-CATT_S-12.6_20060823_1_1","",""
20,5.59,"13","9",3.02,8.98,"","",7.87,"59","6.61","3.33","9.17","","","01-CATT-2.0_20060823_1_1","",""
29,8.33,"15","10",4.97,6.91,"","",8.1,"79","8.94","5.48","6.3","","","01-TEES-3.1_20060823_1_1","",""
17,5.45,"1","1.5",6.52,8.7,"3.375107518","9.38",6.26,"","","","","","","01-LRNC_58-0.6_20070808_2_1","",""
11,2.14,"3","4.5",6.23,9.42,"2.122100301","3.11",4.79,"","","","","","","01-LRNC_57-32.7_20070808_2_1","",""
24,9,"6","8",6.4,9,"3.818586977","10",9,"","","","","","","01-LRNC_50-4.2_20070808_2_1","",""
19,5.29,"9","6.82",4.9,7,"","",6.1,"72","8.27","6.76","3.1","","","01-CLAR_N-1.3_20080805_1_1","",""
14,3.68,"4","4.17",5.45,6.31,"","",4.34,"50","5.16","7.05","2.38","","","01-TONA-62.7_20080805_1_1","",""
15,4.32,"3","4.5",5.88,10,"3.056325346","7.78",6.65,"","","","","","","01-NIAG-0.6_20100708_2_1","",""
24,9,"4","6",7.81,5.48,"3.745211729","10",7.62,"","","","","","","01-BUFF-1.7_20100708_2_1","",""
14,3.86,"4","6",6.63,8.43,"1.852858461","1.76",5.01,"","","","","","","01-NIAG-33.4_20100708_2_1","",""
19,6.36,"4","6",7.3,6.75,"3.371897258","9.36",7.12,"","","","","","","01-WCAN-5.1_20100708_2_1","",""
19,6.36,"8","9",6.85,7.88,"3.182867069","8.41",7.91,"","","","","","","01-WCAN-5.1_20100811_2_1","",""
15,4.32,"1","1.5",7.41,6.47,"2.19823389","3.49",3.95,"","","","","","","01-NIAG-0.6_20100812_2_1","",""
11,2.14,"1","1.5",8.03,4.93,"2.713550457","6.07",3.66,"","","","","","","01-BUFF-1.7_20100812_2_1","",""
12,2.95,"5","7",6.24,9.4,"2.427380526","4.64",6,"","","","","","","01-NIAG-33.4_20100812_2_1","",""
23,6.47,"8","6.36",5.1,6.75,"","",5.82,"60","6.77","6.9","2.75","","","01-SABO-0.2_20100824_1_1","",""
27,7.78,"11","8",4.79,7.14,"","",8,"83","9.33","4.76","7.74","","","01-BUFC-2.2_20100824_1_1","",""
15,3.97,"2","3.06",6.56,4.93,"","",3.64,"39","3.31","6.82","2.95","","","01-CYGA-2.4_20100824_1_1","",""
24,6.76,"8","6.36",5.31,6.49,"","",6.15,"67","7.79","6.65","3.37","","","01-YUGA-3.9_20100824_1_1","",""
12,3.09,"6","5.45",5.05,6.81,"","",3.79,"35","2.66","7.63","0.93","","","01-FOST-0.1_20100825_1_1","",""
24,6.76,"8","6.36",5.44,6.32,"","",5.64,"52","5.48","6.68","3.3","","","01-LBUF-0.1_20100825_1_1","",""
22,6.18,"9","6.82",4.94,6.95,"","",6.65,"57","6.29","5.2","7","","","01-PIPC-0.1_20100825_1_1","",""
25,7.06,"15","10",3.66,8.34,"","",7.7,"74","8.46","6.14","4.65","","","01-BUFC_T48-0.2_20100825_1_1","",""
9,1.92,"2","3.06",5.68,6.03,"","",3.36,"37","2.98","6.87","2.82","","","01-PICR-0.2_20100825_1_1","",""
26,7.35,"15","10",5.36,6.42,"","",6.83,"62","7.1","6.68","3.3","","","01-CAZE_E-0.3_20100825_1_1","",""
28,8.06,"13","9",4.6,7.38,"","",8.26,"83","9.33","4.97","7.53","","","01-SPOO-0.3_20100825_1_1","",""
28,8.06,"20","10",4.14,7.86,"","",8.51,"77","8.75","4.6","7.9","","","01-TEEN-0.4_20100825_1_1","",""
22,8,"0","0",7.13,4.78,"","",4.38,"","","","","5","4.72","01-SABO_N-0.6_20100825_6_1","",""
17,4.56,"5","4.72",5.12,6.72,"","",4.72,"50","5.16","7.02","2.45","","","01-RUCK-0.7_20100825_1_1","",""
31,8.89,"11","8",4.1,7.9,"","",7.32,"64","7.42","6.24","4.4","","","01-TEES_T4-1.4_20100825_1_1","",""
26,7.35,"13","9",2.91,9.09,"","",7.79,"59","6.61","5.25","6.88","","","01-SPEN-1.5_20100825_1_1","",""
29,8.33,"14","9.5",4.42,7.58,"","",7.3,"64","7.42","6.53","3.67","","","01-TONA-100.2_20100825_1_1","",""
26,7.35,"16","10",4.74,7.2,"","",7.51,"64","7.42","5.76","5.6","","","01-CONN-2.5_20100825_1_1","",""
32,9.17,"15","10",4.77,7.16,"","",8.13,"73","8.37","5.61","5.97","","","01-BUFC-21.2_20100825_1_1","",""
31,8.89,"14","9.5",5.1,6.75,"","",7.83,"71","8.17","5.66","5.85","","","01-TEEN-22.4_20100825_1_1","",""
21,5.88,"7","5.91",4.98,6.9,"","",5.1,"48","4.76","7.18","2.05","","","01-ELLI-28.4_20100825_1_1","",""
26,7.35,"8","6.36",5.3,6.5,"","",5.9,"63","7.26","7.18","2.05","","","01-ELLI-31.3_20100825_1_1","",""
28,8.06,"9","6.82",5.05,6.81,"","",7.09,"60","6.77","5.2","7","","","01-CATT-46.9_20100825_1_1","",""
29,8.33,"10","7.27",5.14,6.7,"","",6.9,"61","6.94","5.9","5.25","","","01-CAZE_W-11.0_20100826_1_1","",""
31,8.89,"8","6.36",5.25,6.56,"","",6.51,"58","6.45","6.28","4.3","","","01-CAZE_E-15.7_20100826_1_1","",""
28,8.06,"2","3.06",7.93,3.21,"","",3.4,"35","2.66","8.33","0","","","01-MURD_T4-1.2_20100831_1_1","",""
32,9.17,"8","6.36",5.75,5.94,"","",7.04,"63","7.26","5.41","6.47","","","01-TONA-34.4_20100831_1_1","",""
21,5.88,"9","6.82",5.36,6.42,"","",5.81,"61","6.94","6.8","3","","","01-TONA-58.3_20100831_1_1","",""
12,3.09,"4","4.17",5.82,5.85,"","",3.86,"50","5.16","7.58","1.05","","","01-TONA-65.8_20100831_1_1","",""
40,10,"23","10",4.2,7.8,"","",8.7,"85","9.52","5.52","6.2","","","01-LCHA-0.1_20100901_1_1","",""
20,5.59,"12","8.5",5.31,6.49,"","",6.22,"53","5.65","6.05","4.88","","","01-CWAY-0.2_20100901_1_1","",""
23,6.47,"8","6.36",5.81,5.86,"","",5.2,"52","5.48","7.26","1.85","","","01-CHAU-0.4_20100901_1_1","",""
16,4.26,"2","3.06",4.87,7.04,"","",4.15,"36","2.82","6.58","3.55","","","01-VBUR-0.4_20100901_1_1","",""
22,6.18,"6","5.45",5.25,6.56,"","",5.04,"45","4.27","6.91","2.72","","","01-HYCK-0.9_20100901_1_1","",""
26,7.35,"10","7.27",4.47,7.53,"","",5.83,"58","6.45","7.78","0.55","","","01-COEL-1.5_20100901_1_1","",""
26,7.35,"13","9",4.09,7.91,"","",7.77,"82","9.23","5.85","5.38","","","01-BELS-2.7_20100901_1_1","",""
27,7.78,"9","6.82",5.23,6.59,"","",7.37,"81","9.13","5.38","6.55","","","01-WLNT-8.2_20100901_1_1","",""
23,6.47,"13","9",4.22,7.78,"","",7.53,"75","8.56","5.67","5.83","","","01-CWAY-8.3_20100901_1_1","",""
22,6.18,"11","8",4.97,6.91,"","",6.49,"61","6.94","6.24","4.4","","","01-HAMP-1.2_20100902_1_1","",""
31,8.89,"11","8",5.22,6.6,"","",7.28,"74","8.46","6.21","4.47","","","01-CATT-2.0_20100902_1_1","",""
30,8.61,"14","9.5",4.41,7.59,"","",8.13,"83","9.33","5.75","5.62","","","01-CLEA-3.1_20100902_1_1","",""
22,6.18,"8","6.36",5.37,6.41,"","",5.76,"55","5.97","6.45","3.87","","","01-BSIS-8.6_20100902_1_1","",""
14,3.86,"1","1.5",6.65,8.38,"3.098833642","7.99",5.43,"","","","","","","01-NIAG-0.6_20100914_2_1","",""
21,7.27,"3","4.5",7.89,5.28,"2.950471979","7.25",6.08,"","","","","","","01-BUFF-1.7_20100914_2_1","",""
13,3.41,"4","6",6.14,9.65,"2.323499706","4.12",5.8,"","","","","","","01-NIAG-33.4_20100914_2_1","",""
17,5.45,"3","4.5",6.78,8.05,"3.058611318","7.79",6.45,"","","","","","","01-WCAN-5.1_20100914_2_1","",""
26,7.35,"7","5.91",6.67,4.79,"","",4.9,"44","4.11","7.06","2.35","","","01-CHAU-0.4_20110705_1_1","",""
31,8.89,"15","10",3.53,8.47,"","",9.22,"77","8.75","2.99","10","","","01-CATT-2.0_20110705_1_1","",""
