station,Water.Collection.Test.Start.Date,Reproductive.Rate..Young..U.2640..7days....Control.,Porewater.EC50....,Porewater.Assessment,stationID,Latitude,Longitude
Canadaway Creek @ Cassadaga 01051214 (CWAY-14.5) [INTENSIVE],5/11/2016,17.9 (108),100,Non-toxic,1051214,42.3672,-79.23686
Canadaway Creek @ Cassadaga 01051214 (CWAY-14.5) [INTENSIVE],8/2/2016,19.3 (144),100,Non-toxic,1051214,42.3672,-79.23686
Canadaway Creek @ Cassadaga 01051214 (CWAY-14.5) [INTENSIVE],10/26/2016,16.2 (101),100,Non-toxic,1051214,42.3672,-79.23686
Canadaway Creek @ Dunkirk 01051200 (CWAY-01) [INTENSIVE],5/4/2006,26.5 (100),100,Non-toxic,1051200,42.475556,-79.365556
Canadaway Creek @ Dunkirk 01051200 (CWAY-01) [INTENSIVE],9/26/2006,18.2 (91),100,Non-toxic,1051200,42.475556,-79.365556
Canadaway Creek @ Dunkirk 01051200 (CWAY-01) [INTENSIVE],10/16/2006,24.1 (106),100,Non-toxic,1051200,42.475556,-79.365556
Canajoharie Creek @ Marshville 12011205 (CAJO-5.1) [INTENSIVE],5/3/2016,25.6 (104),100,Non-toxic,12011205,42.87611,-74.60333
Canajoharie Creek @ Marshville 12011205 (CAJO-5.1) [INTENSIVE],7/26/2016,18.5 (88),100,Non-toxic,12011205,42.87611,-74.60333
Canajoharie Creek @ Marshville 12011205 (CAJO-5.1) [INTENSIVE],10/20/2016,**6.0 (22),*50,Severely Toxic,12011205,42.87611,-74.60333
Canaseraga Creek @ Morris 04041001 (RAGA-06) [INTENSIVE],6/13/2005,23.2 (84),90,Non-toxic,4041001,42.736667,-77.840556
Canaseraga Creek @ Morris 04041001 (RAGA-06) [INTENSIVE],7/11/2005,22.7 (85),90,Non-toxic,4041001,42.736667,-77.840556
Canaseraga Creek @ Morris 04041001 (RAGA-06) [INTENSIVE],10/17/2005,23.6 (89),90,Non-toxic,4041001,42.736667,-77.840556
Canaseraga Creek @ Sonyea 04041009 (RAGA-05) [INTENSIVE],5/11/2015,25.6 (112),100,Non-toxic,4041009,42.68074,-77.78449
Canaseraga Creek @ Sonyea 04041009 (RAGA-05) [INTENSIVE],8/4/2015,17.1 (70),80,Non-toxic,4041009,42.68074,-77.78449
Canaseraga Creek @ Sonyea 04041009 (RAGA-05) [INTENSIVE],10/27/2015,10.4 (59),70,Non-toxic,4041009,42.68074,-77.78449
Canastota Creek @ Canastota 07034701 (TOTA-01B) [INTENSIVE],4/30/2012,19.8 (101),100,Non-toxic,7034701,43.08877945,-75.75538635
Canastota Creek @ Canastota 07034701 (TOTA-01B) [INTENSIVE],9/10/2012,11.4 (66),60,Non-toxic,7034701,43.08877945,-75.75538635
Canastota Creek @ Canastota 07034701 (TOTA-01B) [INTENSIVE],10/23/2012,**3.9 (19),*60,Severely Toxic,7034701,43.08877945,-75.75538635
Caneadea Creek @ Caneadea 04031301 (CNEA-02) [INTENSIVE],6/14/2005,26.2 (95),100,Non-toxic,4031301,42.3830555,-78.1547222
Caneadea Creek @ Caneadea 04031301 (CNEA-02) [INTENSIVE],7/11/2005,22.3 (84),90,Non-toxic,4031301,42.3830555,-78.1547222
Caneadea Creek @ Caneadea 04031301 (CNEA-02) [INTENSIVE],10/19/2005,**14.7 (56),90,Slightly Toxic,4031301,42.3830555,-78.1547222
Canisteo River @ Canisteo 05032134 (STEO-03A) [INTENSIVE],5/6/2008,29.1 (104),100,Non-toxic,5032134,42.2761111,-77.6016666
Canisteo River @ Canisteo 05032134 (STEO-03A) [INTENSIVE],8/6/2008,22.5 (115),100,Non-toxic,5032134,42.2761111,-77.6016666
Canisteo River @ Canisteo 05032134 (STEO-03A) [INTENSIVE],9/24/2008,29.6 (116),100,Non-toxic,5032134,42.2761111,-77.6016666
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],4/30/2013,24.7 (100),90,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],5/6/2008,30.6 (109),90,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],8/5/2008,26.2 (134),100,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],8/6/2013,**7.4 (39),70,Slightly Toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],9/23/2008,30.8 (121),100,Non-toxic,5032110,42.11642,-77.29933
Canisteo River @ Derby Switch 05032110 (STEO-08) [INTENSIVE],10/22/2013,19.7 (102),100,Non-toxic,5032110,42.11642,-77.29933
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],4/27/2009,25.1 (90),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],8/4/2014,24.6 (103),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],8/18/2009,16.9 (86),90,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],10/19/2009,26.2 (125),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],10/27/2014,22.7 (111),100,Non-toxic,17012902,40.70199966,-73.32849884
Carlls River @ Babylon 17012902 (CARL-02) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,17012902,40.70199966,-73.32849884
Carmans River @ Brookhaven [ROUTINE],4/18/2018,12.2 (62),60,Non-toxic,17-CARM-9.0,40.83,?72.906940000
Carmans River @ Brookhaven [ROUTINE],6/13/2018,**4.4 (28),*60,Severely Toxic,17-CARM-9.0,41.83,?72.906940001
Carmans River @ Brookhaven [ROUTINE],8/13/2018,28.6 (104),100,Non-toxic,17-CARM-9.0,42.83,?72.906940002
Carmans River @ Brookhaven [ROUTINE],10/15/2018,**7.5 (45),100,Slightly Toxic,17-CARM-9.0,43.83,?72.906940003
Carmans River @ Yaphank 17012307 (CARM-02) [INTENSIVE],4/13/2004,15.6 (82),100,Non-toxic,17012307,40.8286111,-72.9055555
Carmans River @ Yaphank 17012307 (CARM-02) [INTENSIVE],8/10/2004,19.8 (96),100,Non-toxic,17012307,40.8286111,-72.9055555
Carmans River @ Yaphank 17012307 (CARM-02) [INTENSIVE],9/27/2004,31.1 (104),100,Non-toxic,17012307,40.8286111,-72.9055555
Caroga Creek @ Palatine 12011901 (CARO-01) [INTENSIVE],4/24/2006,34.5 (122),100,Non-toxic,12011901,42.9680555,-74.6275
Caroga Creek @ Palatine 12011901 (CARO-01) [INTENSIVE],7/3/2006,19.1 (94),100,Non-toxic,12011901,42.9680555,-74.6275
Caroga Creek @ Palatine 12011901 (CARO-01) [INTENSIVE],9/20/2006,23.8 (123),100,Non-toxic,12011901,42.9680555,-74.6275
Cascade Brook @ Keene 10043101 (CADE-01) [INTENSIVE],4/12/2004,6.6 (86),80,Non-toxic,10043101,44.2619444,-73.7961111
Cascade Brook @ Keene 10043101 (CADE-01) [INTENSIVE],8/10/2004,**0.0 (0),*0,Severely Toxic,10043101,44.2619444,-73.7961111
Cascade Brook @ Keene 10043101 (CADE-01) [INTENSIVE],9/27/2004,13.2 (44),90,Non-toxic,10043101,44.2619444,-73.7961111
Cassadaga Creek @ Ross Mills 02022212 (CASS-03) [INTENSIVE],4/30/2007,22.1 (102),100,Non-toxic,2022212,42.1547222,-79.2233333
Cassadaga Creek @ Ross Mills 02022212 (CASS-03) [INTENSIVE],9/4/2007,18.8 (102),100,Non-toxic,2022212,42.1547222,-79.2233333
Cassadaga Creek @ Ross Mills 02022212 (CASS-03) [INTENSIVE],10/17/2007,21.2 (107),90,Non-toxic,2022212,42.1547222,-79.2233333
Castle Creek @ Hinmans Corners 06022401 (CSTL-01) [INTENSIVE],4/28/2009,31.1 (106),100,Non-toxic,6022401,42.16889953,-75.89969635
Castle Creek @ Hinmans Corners 06022401 (CSTL-01) [INTENSIVE],8/17/2009,14.6 (94),100,Non-toxic,6022401,42.16889953,-75.89969635
Castle Creek @ Hinmans Corners 06022401 (CSTL-01) [INTENSIVE],10/19/2009,23.0 (132),100,Non-toxic,6022401,42.16889953,-75.89969635
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],4/26/2004,27.2 (85),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],5/6/2014,24.8 (120),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],7/6/2004,22.3 (82),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],7/29/2014,26.9 (106),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],10/12/2004,24.7 (124),100,Non-toxic,6032102,42.1427777,-76.295
Catatonk Creek @ Catatonk 06032102 (CATA-03) [INTENSIVE],10/22/2014,11.8 (70),80,Non-toxic,6032102,42.1427777,-76.295
Catfish Creek @ Demster 03031602 (CATF-01) [INTENSIVE],5/2/2012,22.5 (115),100,Non-toxic,3031602,43.49888992,-76.31667328
Catfish Creek @ Demster 03031602 (CATF-01) [INTENSIVE],9/12/2012,25.6 (147),90,Non-toxic,3031602,43.49888992,-76.31667328
Catfish Creek @ Demster 03031602 (CATF-01) [INTENSIVE],10/22/2012,19.0 (91),100,Non-toxic,3031602,43.49888992,-76.31667328
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],5/3/2011,20.4 (166),90,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],5/4/2006,26.3 (100),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],6/14/2011,17.4 (77),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],9/26/2006,16.6 (83),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],10/12/2011,24.5 (105),100,Non-toxic,01041302B,42.568333,-79.104444
Cattaraugus Creek @ Irving 01041302B (CATT-09) [INTENSIVE],10/16/2006,24.2 (106),100,Non-toxic,01041302B,42.568333,-79.104444
Cayadutta Creek @ Sammonsville 12011105 (CAYA-02) [INTENSIVE],5/10/2011,20.4 (109),100,Non-toxic,12011105,42.986667,-74.430278
Cayadutta Creek @ Sammonsville 12011105 (CAYA-02) [INTENSIVE],6/8/2011,22.5 (93),100,Non-toxic,12011105,42.986667,-74.430278
Cayadutta Creek @ Sammonsville 12011105 (CAYA-02) [INTENSIVE],10/18/2011,22.7 (121),90,Non-toxic,12011105,42.986667,-74.430278
Cayuga Creek @ Cheektowaga 01032204 (YUGA-02) [INTENSIVE],5/2/2006,29.0 (110),100,Non-toxic,1032204,42.883889,-78.754444
Cayuga Creek @ Cheektowaga 01032204 (YUGA-02) [INTENSIVE],9/25/2006,18.5 (92),100,Non-toxic,1032204,42.883889,-78.754444
Cayuga Creek @ Cheektowaga 01032204 (YUGA-02) [INTENSIVE],10/18/2006,28.3 (124),100,Non-toxic,1032204,42.883889,-78.754444
Cayuga Lake Inlet @ Ithaca 07053504 (CAYG-02) [INTENSIVE],5/3/2007,18.4 (84),100,Non-toxic,7053504,42.4152777,-76.5297222
Cayuga Lake Inlet @ Ithaca 07053504 (CAYG-02) [INTENSIVE],9/12/2007,22.4 (83),80,Non-toxic,7053504,42.4152777,-76.5297222
Cayuga Lake Inlet @ Ithaca 07053504 (CAYG-02) [INTENSIVE],10/24/2007,22.9 (100),90,Non-toxic,7053504,42.4152777,-76.5297222
Cayuta Creek @ Van Etten 06031715 (CAYU-00) [INTENSIVE],4/29/2009,23.6 (80),100,Non-toxic,6031715,42.20299911,-76.57399749
Cayuta Creek @ Van Etten 06031715 (CAYU-00) [INTENSIVE],8/18/2009,18.7 (121),100,Non-toxic,6031715,42.20299911,-76.57399749
Cayuta Creek @ Van Etten 06031715 (CAYU-00) [INTENSIVE],10/21/2009,22.9 (132),100,Non-toxic,6031715,42.20299911,-76.57399749
Cazenovia Creek @ Buffalo 01032101B (CAZE-05A) [INTENSIVE],5/2/2006,28.5 (108),100,Non-toxic,01032101B,42.8505556,-78.8091667
Cazenovia Creek @ Buffalo 01032101B (CAZE-05A) [INTENSIVE],9/25/2006,16.7 (83),100,Non-toxic,01032101B,42.8505556,-78.8091667
Cazenovia Creek @ Buffalo 01032101B (CAZE-05A) [INTENSIVE],10/18/2006,27.3 (120),100,Non-toxic,01032101B,42.8505556,-78.8091667
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],4/23/2012,21.6 (129),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],09-??-12,23.0 (153),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],9/19/2012,23.0 (153),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],1?-??-12,20.2 (122),100,Non-toxic,2023102,42.112222,-79.204167
Chadakoin River @ Falconer 02023102 (CHAD-01) [INTENSIVE],10/31/2012,20.2 (122),100,Non-toxic,2023102,42.112222,-79.204167
Champlain Canal @ Comstock 10052204 (CHMP-01) [INTENSIVE],5/6/2009,22.0 (101),100,Non-toxic,10052204,43.48400115,-73.42456054
Champlain Canal @ Comstock 10052204 (CHMP-01) [INTENSIVE],8/26/2009,19.3 (116),100,Non-toxic,10052204,43.48400115,-73.42456054
Champlain Canal @ Comstock 10052204 (CHMP-01) [INTENSIVE],10/27/2009,17.7 (111),100,Non-toxic,10052204,43.48400115,-73.42456054
Charlotte Creek @ Davenport 06011509 (CHAR-00) [INTENSIVE],4/27/2009,28.9 (98),100,Non-toxic,6011509,42.46861,-74.88519
Charlotte Creek @ Davenport 06011509 (CHAR-00) [INTENSIVE],8/18/2009,10.4 (67),100,Non-toxic,6011509,42.46861,-74.88519
Charlotte Creek @ Davenport 06011509 (CHAR-00) [INTENSIVE],10/19/2009,26.4 (152),100,Non-toxic,6011509,42.46861,-74.88519
Chateaugay River @ Cooks Mill 09021102 (CGAY-01) [INTENSIVE],7/11/2005,28.1 (93),100,Non-toxic,9021102,44.9630555,-74.1322222
Chautauqua Creek @ Barcelona 01051301 (CHAU-01) [INTENSIVE],5/3/2011,23.9 (194),100,Non-toxic,1051301,42.3375,-79.601111
Chautauqua Creek @ Barcelona 01051301 (CHAU-01) [INTENSIVE],6/14/2011,25.3 (112),100,Non-toxic,1051301,42.3375,-79.601111
Chautauqua Creek @ Barcelona 01051301 (CHAU-01) [INTENSIVE],10/12/2011,24.5 (105),100,Non-toxic,1051301,42.3375,-79.601111
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],5/5/2008,24.4 (87),90,Non-toxic,5010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],8/6/2013,**6.7 (35),90,Slightly Toxic,5010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],10/21/2013,20.5 (106),100,Non-toxic,5010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-09) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,5010005,42.002778,-76.635
Chemung River @ Chemung 05010005 (CHEM-5.4) [ROUTINE],8/16/2017,***8.9 (N/A),***70,N/A,5010005,42.00278,-76.635
Chemung River @ Chemung 05010005 (CHEM-5.4) [ROUTINE],10/17/2017,14.0 (65),90,Non-toxic,5010005,42.00278,-76.635
Chemung River @ Chemung 05010005 (CHEM-5.4) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,5010005,42.00278,-76.635
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],4/28/2009,27.9 (95),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],7/28/2014,22.6 (89),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],10/19/2009,24.1 (139),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],10/20/2014,20.7 (123),100,Non-toxic,6021001,42.103056,-75.915
Chenango River @ Binghamton 06021001 (NANG-17) [ROUTINE],NOT SAMPLED,N/A,N/A,N/A,6021001,42.103056,-75.915
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],4/28/2004,28.0 (88),100,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],7/7/2004,25.8 (95),80,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],8/19/2009,14.0 (90),90,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],10/12/2004,**2.7 (14),90,Slightly Toxic,6021088,42.8825,-75.6386111
Chenango River @ Eagleville 06021088 (NANG-00) [INTENSIVE],10/20/2009,17.9 (103),100,Non-toxic,6021088,42.8825,-75.6386111
Chenango River @ Norwich 06021053 (NANG-04) [INTENSIVE],5/5/2014,19.9 (97),100,Non-toxic,6021053,42.553475,-75.523174
Chenango River @ Norwich 06021053 (NANG-04) [INTENSIVE],7/28/2014,23.0 (90),100,Non-toxic,6021053,42.553475,-75.523174
Chenango River @ Norwich 06021053 (NANG-04) [INTENSIVE],10/20/2014,25.3 (150),100,Non-toxic,6021053,42.553475,-75.523174
Chester Brook @ Chestertown 11042302 (CHST-00) [INTENSIVE],4/23/2012,15.6 (85),100,Non-toxic,11042302,43.65599823,-73.8010025
Chester Brook @ Chestertown 11042302 (CHST-00) [INTENSIVE],9/19/2012,18.2 (88),100,Non-toxic,11042302,43.65599823,-73.8010025
Chester Brook @ Chestertown 11042302 (CHST-00) [INTENSIVE],10/29/2012,18.9 (106),100,Non-toxic,11042302,43.65599823,-73.8010025
Cincinnati Creek @ Barneveld 12032103 (CINC-01A) [INTENSIVE],4/25/2006,31.7 (112),100,Non-toxic,12032103,43.2727778,-75.1872222
Cincinnati Creek @ Barneveld 12032103 (CINC-01A) [INTENSIVE],7/5/2006,17.0 (83),100,Non-toxic,12032103,43.2727778,-75.1872222
Cincinnati Creek @ Barneveld 12032103 (CINC-01A) [INTENSIVE],9/19/2006,28.1 (145),100,Non-toxic,12032103,43.2727778,-75.1872222
Clear Creek @ Arcade 01042500 (CLEA-0.1) [INTENSIVE],5/10/2016,17.5 (106),100,Non-toxic,1042500,42.53417,-78.42139
Clear Creek @ Arcade 01042500 (CLEA-0.1) [INTENSIVE],8/3/2016,16.1 (120),100,Non-toxic,1042500,42.53417,-78.42139
Clear Creek @ Arcade 01042500 (CLEA-0.1) [INTENSIVE],10/25/2016,18.2 (113),100,Non-toxic,1042500,42.53417,-78.42139
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],4/23/2012,19.9 (119),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],09-??-12,18.9 (126),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],9/19/2012,18.9 (126),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],1?-??-12,22.0 (133),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Ellington 02022307 (CLER-02) [INTENSIVE],10/31/2012,22.0 (133),100,Non-toxic,2022307,42.25764847,-79.15351105
Clear Creek @ Freedom 01042503 (CLEA-00) [INTENSIVE],5/4/2011,21.3 (173),100,Non-toxic,1042503,42.50491,-78.38789
Clear Creek @ Freedom 01042503 (CLEA-00) [INTENSIVE],6/13/2011,19.6 (86),90,Non-toxic,1042503,42.50491,-78.38789
Clear Creek @ Freedom 01042503 (CLEA-00) [INTENSIVE],10/13/2011,25.1 (108),100,Non-toxic,1042503,42.50491,-78.38789
Clear Creek @ Iroquois 01042301 (CATT-08B) [INTENSIVE],5/4/2006,30.4 (115),100,Non-toxic,1042301,42.5427777,-79.015
Clear Creek @ Iroquois 01042301 (CATT-08B) [INTENSIVE],9/26/2006,18.7 (93),100,Non-toxic,1042301,42.5427777,-79.015
Clear Creek @ Iroquois 01042301 (CATT-08B) [INTENSIVE],10/16/2006,22.1 (97),90,Non-toxic,1042301,42.5427777,-79.015
Cobleskill Creek @ Central Bridge 12022101 (COBL-07) [INTENSIVE],5/9/2011,19.6 (105),100,Non-toxic,12022101,42.70722,-74.33833
Cobleskill Creek @ Central Bridge 12022101 (COBL-07) [INTENSIVE],6/7/2011,27.1 (112),100,Non-toxic,12022101,42.70722,-74.33833
Cobleskill Creek @ Central Bridge 12022101 (COBL-07) [INTENSIVE],10/17/2011,23.3 (124),100,Non-toxic,12022101,42.70722,-74.33833
Coeymans Creek @ Coeymans 13011401 (COEY-10) [INTENSIVE],4/23/2013,19.6 (117),80,Non-toxic,13011401,42.4777,-73.79391
Coeymans Creek @ Coeymans 13011401 (COEY-10) [INTENSIVE],7/29/2013,**13.5 (61),70,Slightly Toxic,13011401,42.4777,-73.79391
Coeymans Creek @ Coeymans 13011401 (COEY-10) [INTENSIVE],10/29/2013,17.0 (85),70,Non-toxic,13011401,42.4777,-73.79391
Cohocton River @ Cohocton 05021038 (COHO-03) [INTENSIVE],5/1/2013,26.6 (107),100,Non-toxic,5021038,42.49456,-77.50358
Cohocton River @ Cohocton 05021038 (COHO-03) [INTENSIVE],8/7/2013,**11.4 (60),100,Slightly Toxic,5021038,42.49456,-77.50358
Cohocton River @ Cohocton 05021038 (COHO-03) [INTENSIVE],10/22/2013,24.1 (124),90,Non-toxic,5021038,42.49456,-77.50358
Cohocton River @ Curtis 05021006 (COHO-09) [INTENSIVE],5/5/2008,30.1 (107),100,Non-toxic,5021006,42.2063888,-77.1647222
Cohocton River @ Curtis 05021006 (COHO-09) [INTENSIVE],8/5/2008,27.8 (142),100,Non-toxic,5021006,42.2063888,-77.1647222
Cohocton River @ Curtis 05021006 (COHO-09) [INTENSIVE],9/23/2008,25.4 (100),100,Non-toxic,5021006,42.2063888,-77.1647222
Cold Creek @ Fillmore 04031401 (CLCK-01) [INTENSIVE],4/27/2010,18.0 (85),100,Non-toxic,4031401,42.4642,-78.1127
Cold Creek @ Fillmore 04031401 (CLCK-01) [INTENSIVE],7/28/2010,13.2 (67),100,Non-toxic,4031401,42.4642,-78.1127
Cold Creek @ Fillmore 04031401 (CLCK-01) [INTENSIVE],9/15/2010,11.7 (59),70,Non-toxic,4031401,42.4642,-78.1127
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],4/23/2012,18.3 (110),90,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],4/30/2007,24.3 (112),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],09-??-12,15.5 (103),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],9/4/2007,24.1 (130),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],9/19/2012,15.5 (103),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],1?-??-12,16.0 (97),80,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],10/17/2007,21.1 (107),100,Non-toxic,2021020,42.155556,-79.101667
Conewango Creek @ Kennedy 02021020 (WANG-01) [INTENSIVE],10/31/2012,16.0 (97),80,Non-toxic,2021020,42.155556,-79.101667
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],0?-??-12,23.2 (118),100,Non-toxic,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],5/2/2012,23.2 (118),100,Non-toxic,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Conklin Gully @ Naples 07047100 (CONK-01) [INTENSIVE],NOT SAMPLED,N/A,N/A,N/A,7047100,42.63499832,-77.36699677
Connetquot Brook @ Oakdale 17012805 (CONQ-01) [INTENSIVE],4/13/2004,18.2 (96),100,Non-toxic,17012805,40.7648,-73.1543
Connetquot Brook @ Oakdale 17012805 (CONQ-01) [INTENSIVE],8/10/2004,26.8 (130),100,Non-toxic,17012805,40.7648,-73.1543
Connetquot Brook @ Oakdale 17012805 (CONQ-01) [INTENSIVE],9/27/2004,31.2 (105),100,Non-toxic,17012805,40.7648,-73.1543
Corbeau Creek @ Coopersville 10022201 (CORB-01) [INTENSIVE],4/13/2004,10.3 (134),100,Non-toxic,10022201,44.9377777,-73.4205555
Corbeau Creek @ Coopersville 10022201 (CORB-01) [INTENSIVE],8/11/2004,20.3 (90),100,Non-toxic,10022201,44.9377777,-73.4205555
Corbeau Creek @ Coopersville 10022201 (CORB-01) [INTENSIVE],9/28/2004,29.3 (98),100,Non-toxic,10022201,44.9377777,-73.4205555
Coulter Brook @ Bovina Center 14043100 (COUL-0.1) [INTENSIVE],5/4/2015,18.3 (90),100,Non-toxic,14043100,42.256682,-74.771258
Coulter Brook @ Bovina Center 14043100 (COUL-0.1) [INTENSIVE],7/27/2015,15.1 (93),90,Non-toxic,14043100,42.256682,-74.771258
Coulter Brook @ Bovina Center 14043100 (COUL-0.1) [INTENSIVE],10/24/2015,***10.8 (N/A),***100,N/A,14043100,42.256682,-74.771258
Cowanesque River @ Lindley 05032201 (COWS-01) [INTENSIVE],5/5/2008,18.0 (64),100,Non-toxic,5032201,42.00172,-77.1271
Cowanesque River @ Lindley 05032201 (COWS-01) [INTENSIVE],8/5/2008,25.0 (128),100,Non-toxic,5032201,42.00172,-77.1271
Cowanesque River @ Lindley 05032201 (COWS-01) [INTENSIVE],9/23/2008,20.7 (81),80,Non-toxic,5032201,42.00172,-77.1271
Crawford Creek @ Oramel 04031H00 (CRAW-0.4) [INTENSIVE],5/11/2015,21.7 (95),100,Non-toxic,04031H00,42.36873,-78.13921
Crawford Creek @ Oramel 04031H00 (CRAW-0.4) [INTENSIVE],8/4/2015,**8.2 (34),70,Slightly Toxic,04031H00,42.36873,-78.13921
Crawford Creek @ Oramel 04031H00 (CRAW-0.4) [INTENSIVE],10/28/2015,17.1 (98),90,Non-toxic,04031H00,42.36873,-78.13921
Cromline Creek @ Washingtonville 13012701 (CROM-01) [INTENSIVE],4/29/2008,26.7 (126),80,Non-toxic,13012701,41.43059,-74.20133
Cromline Creek @ Washingtonville 13012701 (CROM-01) [INTENSIVE],7/28/2008,20.8 (72),100,Non-toxic,13012701,41.43059,-74.20133
Cromline Creek @ Washingtonville 13012701 (CROM-01) [INTENSIVE],10/30/2008,23.9 (110),100,Non-toxic,13012701,41.43059,-74.20133
