SITE_ID,sys_sample_code,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,SH_LATITUDE,SH_LONGITUDE,SH_PWL_ID,SH_WQ_STANDARD,INFO_TYPE,qaqc_date,X,sample_delivery_group,Project_name
13-PKIL-5.7,13-PKIL-5.7-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.576,mg/l,7.00E-04,mg/l,0.002,,R,Accuracy error,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW-4.5-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.922,mg/l,7.00E-04,mg/l,0.002,,R,Accuracy error,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW-T3.2.1-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.0335,mg/l,7.00E-04,mg/l,0.002,,R,Accuracy error,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK-T13-0.7-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.204,mg/l,7.00E-04,mg/l,0.002,,R,Accuracy error,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK-T15-0.1-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.555,mg/l,7.00E-04,mg/l,0.002,,R,Accuracy error,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-GUNK-37.7,13-GUNK-37.7-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.02,mg/l,7.00E-04,mg/l,0.002,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.05,mg/l,7.00E-04,mg/l,0.002,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK-T35-0.2-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.23,mg/l,7.00E-04,mg/l,0.002,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.19,mg/l,7.00E-04,mg/l,0.002,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.2,mg/l,7.00E-04,mg/l,0.002,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.29,mg/l,7.00E-04,mg/l,0.002,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,1.31,mg/l,7.00E-04,mg/l,0.002,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,1.97,mg/l,7.00E-04,mg/l,0.002,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RIOG-0.7,13-RIOG-0.7-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,23.4,mg/l,0.02,mg/l,0.06,,A,,41.40115,-74.359233,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.44,mg/l,7.00E-04,mg/l,0.002,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.31,mg/l,7.00E-04,mg/l,0.002,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,1.52,mg/l,7.00E-04,mg/l,0.002,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,1.84,mg/l,7.00E-04,mg/l,0.002,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,0.7,mg/l,7.00E-04,mg/l,0.002,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,1.05,mg/l,7.00E-04,mg/l,0.002,,R,Accuracy error,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-07112018-W,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,total,19,mg/l,0.007,mg/l,0.02,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-07112018-W,Nitrogen,7/11/2018,KN,total,0.87,mg/l,NA,mg/l,0.1,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW-4.5-07112018-W,Nitrogen,7/11/2018,KN,total,1.42,mg/l,NA,mg/l,0.1,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW-T3.2.1-07112018-W,Nitrogen,7/11/2018,KN,total,1.38,mg/l,NA,mg/l,0.1,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK-T13-0.7-07112018-W,Nitrogen,7/11/2018,KN,total,0.82,mg/l,NA,mg/l,0.1,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK-T15-0.1-07112018-W,Nitrogen,7/11/2018,KN,total,1.04,mg/l,NA,mg/l,0.1,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-GUNK-37.7,13-GUNK-37.7-07112018-W,Nitrogen,7/11/2018,KN,total,7.47,mg/l,NA,mg/l,0.2,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-07112018-W,Nitrogen,7/11/2018,KN,total,0.66,mg/l,NA,mg/l,0.2,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK-T35-0.2-07112018-W,Nitrogen,7/11/2018,KN,total,1.2,mg/l,NA,mg/l,0.2,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-07112018-W,Nitrogen,7/11/2018,KN,total,0.68,mg/l,NA,mg/l,0.2,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-07112018-W,Nitrogen,7/11/2018,KN,total,0.74,mg/l,NA,mg/l,0.2,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-07112018-W,Nitrogen,7/11/2018,KN,total,0.82,mg/l,NA,mg/l,0.2,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-07112018-W,Nitrogen,7/11/2018,KN,total,2.11,mg/l,NA,mg/l,0.2,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-07112018-W,Nitrogen,7/11/2018,KN,total,2.99,mg/l,NA,mg/l,0.2,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RIOG-0.7,13-RIOG-0.7-07112018-W,Nitrogen,7/11/2018,KN,total,24.2,mg/l,NA,mg/l,0.2,,A,,41.40115,-74.359233,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-07112018-W,Nitrogen,7/11/2018,KN,total,1.36,mg/l,NA,mg/l,0.2,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-07112018-W,Nitrogen,7/11/2018,KN,total,1.8,mg/l,NA,mg/l,0.2,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-07112018-W,Nitrogen,7/11/2018,KN,total,2.46,mg/l,NA,mg/l,0.2,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-07112018-W,Nitrogen,7/11/2018,KN,total,2.63,mg/l,NA,mg/l,0.2,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-07112018-W,Nitrogen,7/11/2018,KN,total,1.41,mg/l,NA,mg/l,0.2,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-07112018-W,Nitrogen,7/11/2018,KN,total,1.83,mg/l,NA,mg/l,0.2,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-07112018-W,Nitrogen,7/11/2018,KN,total,19.9,mg/l,NA,mg/l,0.2,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.0226,mg/l,8.00E-04,mg/l,0.005,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW-4.5-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.0287,mg/l,8.00E-04,mg/l,0.005,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW-T3.2.1-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.0409,mg/l,8.00E-04,mg/l,0.005,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK-T13-0.7-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.0672,mg/l,8.00E-04,mg/l,0.005,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK-T15-0.1-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.0132,mg/l,8.00E-04,mg/l,0.005,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-GUNK-37.7,13-GUNK-37.7-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,T,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.04,mg/l,8.00E-04,mg/l,0.005,,J,estimated value due to Equipment Blank error,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK-T35-0.2-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.14,mg/l,8.00E-04,mg/l,0.005,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,J,estimated value due to Equipment Blank error,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.19,mg/l,8.00E-04,mg/l,0.005,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.12,mg/l,8.00E-04,mg/l,0.005,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RIOG-0.7,13-RIOG-0.7-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,J,estimated value due to Equipment Blank error,41.40115,-74.359233,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,T,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.02,mg/l,8.00E-04,mg/l,0.005,,T,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.03,mg/l,8.00E-04,mg/l,0.005,,J,estimated value due to Equipment Blank error,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.01,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-07112018-W,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,total,0.06,mg/l,8.00E-04,mg/l,0.005,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.3,mg/l,0.08,mg/l,0.1,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW-4.5-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.49,mg/l,0.08,mg/l,0.1,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW-T3.2.1-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,1.35,mg/l,0.08,mg/l,0.1,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK-T13-0.7-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.62,mg/l,0.08,mg/l,0.1,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK-T15-0.1-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.49,mg/l,0.08,mg/l,0.1,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-GUNK-37.7,13-GUNK-37.7-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,7.46,mg/l,0.08,mg/l,0.2,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.61,mg/l,0.08,mg/l,0.2,,A,,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK-T35-0.2-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.97,mg/l,0.08,mg/l,0.2,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.48,mg/l,0.08,mg/l,0.2,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.54,mg/l,0.08,mg/l,0.2,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.54,mg/l,0.08,mg/l,0.2,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.8,mg/l,0.08,mg/l,0.2,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,1.01,mg/l,0.08,mg/l,0.2,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RIOG-0.7,13-RIOG-0.7-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.84,mg/l,0.08,mg/l,0.2,,A,,41.40115,-74.359233,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.92,mg/l,0.08,mg/l,0.2,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,1.5,mg/l,0.08,mg/l,0.2,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.94,mg/l,0.08,mg/l,0.2,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.79,mg/l,0.08,mg/l,0.2,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.71,mg/l,0.08,mg/l,0.2,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.78,mg/l,0.08,mg/l,0.2,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-07112018-W,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,total,0.95,mg/l,0.08,mg/l,0.2,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.576,mg/l,NA,mg/l,0.01,,A,,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW-4.5-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.909,mg/l,NA,mg/l,0.01,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW-T3.2.1-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.033,mg/l,NA,mg/l,0.01,,A,,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
13-WALK_T13-0.7,13-WALK-T13-0.7-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.204,mg/l,NA,mg/l,0.01,,A,,41.76295,-74.08449,1306-0040,A,,,,,PEERS_WK
13-WALK_T15-0.1,13-WALK-T15-0.1-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.555,mg/l,NA,mg/l,0.01,,A,,41.743267,-74.092387,1306-0040,A,,,,,PEERS_WK
13-GUNK-37.7,13-GUNK-37.7-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.02,mg/l,NA,mg/l,0.01,,A,,41.441342,-74.529772,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK-40.3,13-GUNK-40.3-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.05,mg/l,NA,mg/l,0.01,,R,Result should be less than the total,41.421985,-74.56069,1306-0048,A,NA,NA,NA,NA,Wallkill RAS 2018
13-GUNK_T35-0.2,13-GUNK-T35-0.2-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.22,mg/l,NA,mg/l,0.01,,A,,41.439605,-74.538899,1306-0047,B,NA,NA,NA,NA,Wallkill RAS 2018
13-LGUN-6.0,13-LGUN-6.0-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.19,mg/l,NA,mg/l,0.01,,A,,41.45587,-74.493797,1306-0059,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MASO-0.2,13-MASO-0.2-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.2,mg/l,NA,mg/l,0.01,,A,,41.43765,-74.372867,1306-0072,B,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-0.4,13-MONH-0.4-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.29,mg/l,NA,mg/l,0.01,,A,,41.42361,-74.38111,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-MONH-4.1,13-MONH-4.1-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,1.08,mg/l,NA,mg/l,0.01,,A,,41.42833,-74.42389,1306-0074,C,NA,NA,NA,NA,Wallkill RAS 2018
13-QKER-0.9,13-QKER-0.9-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,1.92,mg/l,NA,mg/l,0.01,,A,,41.32722,-74.41639,1306-0025,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RIOG-0.7,13-RIOG-0.7-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,23.3,mg/l,NA,mg/l,0.01,,A,,41.40115,-74.359233,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-RUTG-1.5,13-RUTG-1.5-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.44,mg/l,NA,mg/l,0.01,,A,,41.335792,-74.487986,1306-0006,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-29.9,13-WALK-29.9-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.29,mg/l,NA,mg/l,0.01,,A,,41.54217,-74.20946,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-35.6,13-WALK-35.6-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,1.5,mg/l,NA,mg/l,0.01,,A,,41.5025,-74.26334,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-44.4,13-WALK-44.4-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,1.83,mg/l,NA,mg/l,0.01,,A,,41.438788,-74.365652,1306-0038,B,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-46.6,13-WALK-46.6-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,0.69,mg/l,NA,mg/l,0.01,,A,,41.41222,-74.37805,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WALK-60.1,13-WALK-60.1-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,1.03,mg/l,NA,mg/l,0.01,,A,,41.29083,-74.53056,1306-0017,C,NA,NA,NA,NA,Wallkill RAS 2018
13-WCHEE-0.6,13-WCHEE-0.6-07112018-W,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,total,19,mg/l,NA,mg/l,0.01,,A,,41.4086,-74.37299,1306-0061,C,NA,NA,NA,NA,Wallkill RAS 2018
13-PKIL-5.7,13-PKIL-5.7-07112018-W,"NITROGEN, NITRITE",7/11/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.67009,-74.11449,1306-0044,B(T),,,,,PEERS_WK
13-TINW-4.5,13-TINW-4.5-07112018-W,"NITROGEN, NITRITE",7/11/2018,14797-65-0,total,0.013,mg/l,0.007,mg/l,0.01,,A,,41.55868,-74.15782,1306-0069,A,,,,,PEERS_WK
13-TINW_T3-2.1,13-TINW-T3.2.1-07112018-W,"NITROGEN, NITRITE",7/11/2018,14797-65-0,total,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected,41.53659,-74.17153,1306-0068,B,,,,,PEERS_WK
